MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
"On macOS 10.10 Yosemite and higher, AppleScript has the ability to execute [Native API]s, which otherwise would require compilation and execution in a mach-O binary file format.",EXECUTION,,,
Adversaries may abuse various implementations of JavaScript for execution.,EXECUTION,,,
"JavaScript (JS) is a platform-independent scripting language (compiled just-in-time at runtime) commonly associated with scripts in webpages, though JS can be executed in runtime environments outside the browser.",EXECUTION,,,
JScript is the Microsoft implementation of the same scripting standard.,EXECUTION,,,
JScript is interpreted via the Windows Script engine and thus integrated with many components of Windows such as the [Component Object Model] and Internet Explorer HTML Application (HTA) pages.,EXECUTION,,,
"JavaScript for Automation (JXA) is a macOS scripting language based on JavaScript, included as part of Apple’s Open Scripting Architecture (OSA), that was introduced in OSX 10.10.",EXECUTION,,,
"Apple’s OSA provides scripting capabilities to control applications, interface with the operating system, and bridge access into the rest of Apple’s internal APIs.",EXECUTION,,,
"As of OSX 10.10, OSA only supports two languages, JXA and [AppleScript].",EXECUTION,,,
"Scripts can be executed via the command line utility osascript, they can be compiled into applications or script files via osacompile, and they can be compiled and executed in memory of other programs by leveraging the OSAKit Framework.",EXECUTION,,,
Adversaries may abuse various implementations of JavaScript to execute various behaviors.,EXECUTION,,,
Common uses include hosting malicious scripts on websites as part of a [Drive-by Compromise] or downloading and executing these script files as secondary payloads.,EXECUTION,,,
"Since these payloads are text-based, it is also very common for adversaries to obfuscate their content as part of [Obfuscated Files or Information].",EXECUTION,,,
Adversaries may abuse scripting or built-in command line interpreters (CLI) on network devices to execute malicious command and payloads.,EXECUTION,,,
"The CLI is the primary means through which users and administrators interact with the device in order to view system information, modify device operations, or perform diagnostic and administrative functions.",EXECUTION,,,
CLIs typically contain various permission levels required for different commands.,EXECUTION,,,
Scripting interpreters automate tasks and extend functionality beyond the command set included in the network OS.,EXECUTION,,,
"The CLI and scripting interpreter are accessible through a direct console connection, or through remote means, such as telnet or [SSH].",EXECUTION,,,
Adversaries can use the network CLI to change how network devices behave and operate.,EXECUTION,,,
"The CLI may be used to manipulate traffic flows to intercept or manipulate data, modify startup configuration parameters to load malicious system software, or to disable security features or logging to avoid detection.",EXECUTION,,,
Adversaries may abuse PowerShell commands and scripts for execution.,EXECUTION,,,
PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows operating system..,EXECUTION,,,
"PowerShell may also be used to download and run executables from the Internet, which can be executed from disk or in memory without touching disk.",EXECUTION,,,
"A number of PowerShell-based offensive testing tools are available, including [Empire], [PowerSploit], [PoshC2], and PSAttack.",EXECUTION,,,
PowerShell commands/scripts can also be executed without directly invoking the powershell.exe binary through interfaces to PowerShell's underlying System.Management.Automation assembly DLL exposed through the .NET framework and Windows Common Language Interface (CLI).,EXECUTION,,,
Adversaries may abuse Python commands and scripts for execution.,EXECUTION,,,
"Python is a very popular scripting/programming language, with capabilities to perform many functions.",EXECUTION,,,
Python can be executed interactively from the command-line (via the python.exe interpreter) or via scripts (.py) that can be written and distributed to different systems.,EXECUTION,,,
Python code can also be compiled into binary executables.,EXECUTION,,,
"Python comes with many built-in packages to interact with the underlying system, such as file operations and device I/O.",EXECUTION,,,
Adversaries can use these libraries to download and execute commands or other scripts as well as perform various malicious behaviors.,EXECUTION,,,
Adversaries may abuse Unix shell commands and scripts for execution.,EXECUTION,,,
"Unix shells are the primary command prompt on Linux and macOS systems, though many variations of the Unix shell exist (e.g. sh, bash, zsh, etc.) depending on the specific OS or distribution.",EXECUTION,,,
"Unix shells can control every aspect of a system, with certain commands requiring elevated privileges.",EXECUTION,,,
Unix shells also support scripts that enable sequential execution of commands as well as other typical programming operations such as conditionals and loops.,EXECUTION,,,
"Common uses of shell scripts include long or repetitive tasks, or the need to run the same set of commands on multiple systems.",EXECUTION,,,
Adversaries may abuse Unix shells to execute various commands or payloads.,EXECUTION,,,
Interactive shells may be accessed through command and control channels or during lateral movement such as with [SSH].,EXECUTION,,,
Adversaries may also leverage shell scripts to deliver and execute multiple commands on victims or as part of payloads used for persistence.,EXECUTION,,,
Adversaries may abuse Visual Basic (VB) for execution.,EXECUTION,,,
VB is a programming language created by Microsoft with interoperability with many Windows technologies such as [Component Object Model] and the [Native API] through the Windows API.,EXECUTION,,,
"Although tagged as legacy with no planned future evolutions, VB is integrated and supported in the .NET Framework and cross-platform .NET Core.",EXECUTION,,,
"Derivative languages based on VB have also been created, such as Visual Basic for Applications (VBA) and VBScript.",EXECUTION,,,
"VBA is an event-driven programming language built into Microsoft Office, as well as several third-party applications.",EXECUTION,,,
Adversaries may use VB payloads to execute malicious commands.,EXECUTION,,,
Common malicious usage includes automating execution of behaviors with VBScript or embedding VBA content into [Spearphishing Attachment] payloads (which may also involve [Mark-of-the-Web Bypass] to enable execution).,EXECUTION,,,
Adversaries may abuse the Windows command shell for execution.,EXECUTION,,,
The Windows command shell ([cmd]) is the primary command prompt on Windows systems.,EXECUTION,,,
"The Windows command prompt can be used to control almost any aspect of a system, with various permission levels required for different subsets of commands.",EXECUTION,,,
The command prompt can be invoked remotely via [Remote Services] such as [SSH].,EXECUTION,,,
"Batch files (ex: .bat or .cmd) also provide the shell with a list of sequential commands to run, as well as normal scripting operations such as conditionals and loops.",EXECUTION,,,
"Common uses of batch files include long or repetitive tasks, or the need to run the same set of commands on multiple systems.",EXECUTION,,,
Adversaries may leverage [cmd] to execute various commands and payloads.,EXECUTION,,,
"Common uses include [cmd] to execute a single command, or abusing [cmd] interactively with input and output forwarded over a command and control channel.",EXECUTION,,,
Adversaries can perform command and control between compromised hosts on potentially disconnected networks using removable media to transfer commands from system to system.,COMMAND_AND_CONTROL,,,
"Both systems would need to be compromised, with the likelihood that an Internet-connected system was compromised first and the second through lateral movement by [Replication Through Removable Media].",COMMAND_AND_CONTROL,,,
Adversaries may compromise accounts with services that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"For operations incorporating social engineering, the utilization of an online persona may be important.",RESOURCE_DEVELOPMENT,,,
"Rather than creating and cultivating accounts (i.e. [Establish Accounts]), adversaries may compromise existing accounts.",RESOURCE_DEVELOPMENT,,,
"A variety of methods exist for compromising accounts, such as gathering credentials via [Phishing for Information], purchasing credentials from third-party sites, or by brute forcing credentials (ex: password reuse from breach credential dumps).",RESOURCE_DEVELOPMENT,,,
"Prior to compromising accounts, adversaries may conduct Reconnaissance to inform decisions about which accounts to compromise to further their operation.",RESOURCE_DEVELOPMENT,,,
"Personas may exist on a single site or across multiple sites (ex: Facebook, LinkedIn, Twitter, Google, etc.).",RESOURCE_DEVELOPMENT,,,
"Compromised accounts may require additional development, this could include filling out or modifying profile information, further developing social networks, or incorporating photos.",RESOURCE_DEVELOPMENT,,,
Adversaries may directly leverage compromised email accounts for [Phishing for Information] or [Phishing].,RESOURCE_DEVELOPMENT,,,
Adversaries may compromise email accounts that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Adversaries can use compromised email accounts to further their operations, such as leveraging them to conduct [Phishing for Information] or [Phishing].",RESOURCE_DEVELOPMENT,,,
"Utilizing an existing persona with a compromised email account may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona.",RESOURCE_DEVELOPMENT,,,
Compromised email accounts can also be used in the acquisition of infrastructure (ex: [Domains]).,RESOURCE_DEVELOPMENT,,,
"A variety of methods exist for compromising email accounts, such as gathering credentials via [Phishing for Information], purchasing credentials from third-party sites, or by brute forcing credentials (ex: password reuse from breach credential dumps).",RESOURCE_DEVELOPMENT,,,
"Prior to compromising email accounts, adversaries may conduct Reconnaissance to inform decisions about which accounts to compromise to further their operation.",RESOURCE_DEVELOPMENT,,,
Adversaries can use a compromised email account to hijack existing email threads with targets of interest.,RESOURCE_DEVELOPMENT,,,
Adversaries may compromise social media accounts that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Rather than creating and cultivating social media profiles (i.e. [Social Media Accounts]), adversaries may compromise existing social media accounts.",RESOURCE_DEVELOPMENT,,,
"A variety of methods exist for compromising social media accounts, such as gathering credentials via [Phishing for Information], purchasing credentials from third-party sites, or by brute forcing credentials (ex: password reuse from breach credential dumps).",RESOURCE_DEVELOPMENT,,,
"Prior to compromising social media accounts, adversaries may conduct Reconnaissance to inform decisions about which accounts to compromise to further their operation.",RESOURCE_DEVELOPMENT,,,
"Personas may exist on a single site or across multiple sites (ex: Facebook, LinkedIn, Twitter, etc.).",RESOURCE_DEVELOPMENT,,,
"Compromised social media accounts may require additional development, this could include filling out or modifying profile information, further developing social networks, or incorporating photos.",RESOURCE_DEVELOPMENT,,,
"Adversaries can use a compromised social media profile to create new, or hijack existing, connections to targets of interest.",RESOURCE_DEVELOPMENT,,,
These connections may be direct or may include trying to connect through others..,RESOURCE_DEVELOPMENT,,,
Adversaries may modify client software binaries to establish persistent access to systems.,PERSISTENCE,,,
Client software enables users to access services provided by a server.,PERSISTENCE,,,
"Common client software types are SSH clients, FTP clients, email clients, and web browsers.",PERSISTENCE,,,
"For example, an adversary may copy source code for the client software, add a backdoor, compile for the target, and replace the legitimate application binary (or support files) with the backdoored one.",PERSISTENCE,,,
"Since these applications may be routinely executed by the user, the adversary can leverage this for persistent access to the host.",PERSISTENCE,,,
Adversaries may compromise third-party infrastructure that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Infrastructure solutions include physical or cloud servers, domains, and third-party web and DNS services.",RESOURCE_DEVELOPMENT,,,
"Instead of buying, leasing, or renting infrastructure an adversary may compromise infrastructure and use it during other phases of the adversary lifecycle.",RESOURCE_DEVELOPMENT,,,
"Additionally, adversaries may compromise numerous machines to form a botnet they can leverage.",RESOURCE_DEVELOPMENT,,,
"Use of compromised infrastructure allows an adversary to stage, launch, and execute an operation.",RESOURCE_DEVELOPMENT,,,
"Compromised infrastructure can help adversary operations blend in with traffic that is seen as normal, such as contact with high reputation or trusted sites.",RESOURCE_DEVELOPMENT,,,
"For example, adversaries may leverage compromised infrastructure (potentially also in conjunction with [Digital Certificates]) to further blend in and support staged information gathering and/or [Phishing] campaigns.",RESOURCE_DEVELOPMENT,,,
"By using compromised infrastructure, adversaries may make it difficult to tie their actions back to them.",RESOURCE_DEVELOPMENT,,,
"Prior to targeting, adversaries may compromise the infrastructure of other adversaries.",RESOURCE_DEVELOPMENT,,,
Adversaries may compromise numerous third-party systems to form a botnet that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
A botnet is a network of compromised systems that can be instructed to perform coordinated tasks..,RESOURCE_DEVELOPMENT,,,
Adversaries may compromise third-party DNS servers that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Instead of setting up their own DNS servers, adversaries may compromise third-party DNS servers in support of operations.",RESOURCE_DEVELOPMENT,,,
"By compromising DNS servers, adversaries can alter DNS records.",RESOURCE_DEVELOPMENT,,,
"Such control can allow for redirection of an organization's traffic, facilitating Collection and Credential Access efforts for the adversary.",RESOURCE_DEVELOPMENT,,,
Domain registration hijacking is the act of changing the registration of a domain name without the permission of the original registrant.,RESOURCE_DEVELOPMENT,,,
Subdomain hijacking can occur when organizations have DNS entries that point to non-existent or deprovisioned resources.,RESOURCE_DEVELOPMENT,,,
"In such cases, an adversary may take control of a subdomain to conduct operations with the benefit of the trust associated with that domain.",RESOURCE_DEVELOPMENT,,,
Adversaries may compromise third-party servers that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Instead of purchasing a [Server] or [Virtual Private Server], adversaries may compromise third-party servers in support of operations.",RESOURCE_DEVELOPMENT,,,
"Adversaries may also compromise web servers to support watering hole operations, as in [Drive-by Compromise].",RESOURCE_DEVELOPMENT,,,
Adversaries may compromise third-party Virtual Private Servers (VPSs) that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
Adversaries may compromise VPSs purchased by third-party entities.,RESOURCE_DEVELOPMENT,,,
"By compromising a VPS to use as infrastructure, adversaries can make it difficult to physically tie back operations to themselves.",RESOURCE_DEVELOPMENT,,,
"Compromising a VPS for use in later stages of the adversary lifecycle, such as Command and Control, can allow adversaries to benefit from the ubiquity and trust associated with higher reputation cloud service providers as well as that added by the compromised third-party.",RESOURCE_DEVELOPMENT,,,
Adversaries may compromise access to third-party web services that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"A variety of popular websites exist for legitimate users to register for web-based services, such as GitHub, Twitter, Dropbox, Google, etc.",RESOURCE_DEVELOPMENT,,,
"Such web services can be abused during later stages of the adversary lifecycle, such as during Command and Control ([Web Service]) or [Exfiltration Over Web Service].",RESOURCE_DEVELOPMENT,,,
"By utilizing a web service, particularly when access is stolen from legitimate users, adversaries can make it difficult to physically tie back operations to them.",RESOURCE_DEVELOPMENT,,,
Adversaries may abuse a container administration service to execute commands within a container.,EXECUTION,,,
"A container administration service such as the Docker daemon, the Kubernetes API server, or the kubelet may allow remote management of containers within an environment.",EXECUTION,,,
"In Docker, adversaries may specify an entrypoint during container deployment that executes a script or command, or they may use a command such as docker exec to execute a command within a running container.",EXECUTION,,,
"Other resources may include images, deployments, pods, nodes, and other information such as the status of a cluster.",DISCOVERY,,,
These resources can be viewed within web applications such as the Kubernetes dashboard or can be queried via the Docker and Kubernetes APIs.,DISCOVERY,,,
"In Docker, logs may leak information about the environment, such as the environment’s configuration, which services are available, and what cloud provider the victim may be utilizing.",DISCOVERY,,,
"The discovery of these resources may inform an adversary’s next steps in the environment, such as how to perform lateral movement and which methods to utilize for execution.",DISCOVERY,,,
Adversaries may create an account to maintain access to victim systems.,PERSISTENCE,,,
"With a sufficient level of access, creating such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system.",PERSISTENCE,,,
Accounts may be created on the local system or within a domain or cloud tenant.,PERSISTENCE,,,
"In cloud environments, adversaries may create accounts that only have access to specific services, which can reduce the chance of detection.",PERSISTENCE,,,
Adversaries may create a cloud account to maintain access to victim systems.,PERSISTENCE,,,
"With a sufficient level of access, such accounts may be used to establish secondary credentialed access that does not require persistent remote access tools to be deployed on the system.",PERSISTENCE,,,
"Adversaries may create accounts that only have access to specific cloud services, which can reduce the chance of detection.",PERSISTENCE,,,
Adversaries may create a domain account to maintain access to victim systems.,PERSISTENCE,,,
Domain accounts are those managed by Active Directory Domain Services where access and permissions are configured across systems and services that are part of that domain.,PERSISTENCE,,,
"Domain accounts can cover user, administrator, and service accounts.",PERSISTENCE,,,
"With a sufficient level of access, the net user /add /domain command can be used to create a domain account.",PERSISTENCE,,,
Such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system.,PERSISTENCE,,,
Adversaries may create a local account to maintain access to victim systems.,PERSISTENCE,,,
"Local accounts are those configured by an organization for use by users, remote support, services, or for administration on a single system or service.",PERSISTENCE,,,
"With a sufficient level of access, the net user /add command can be used to create a local account.",PERSISTENCE,,,
On macOS systems the dscl -create command can be used to create a local account.,PERSISTENCE,,,
Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"When operating systems boot up, they can start processes that perform background system functions.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"On Windows and Linux, these system processes are referred to as services.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Similarly, adversaries may modify existing services, daemons, or agents to achieve the same effect.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Services, daemons, or agents may be created with administrator privileges but executed under root/SYSTEM privileges.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"When a user logs in, a per-user launchd process is started which loads the parameters for each launch-on-demand user agent from the property list (.plist) file found in /System/Library/LaunchAgents, /Library/LaunchAgents, and ~/Library/LaunchAgents.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Launch Agents are often installed to perform updates to programs, launch user specified programs at login, or to conduct other developer tasks.



 Launch Agents can also be executed using the [Launchctl] command.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may install a new Launch Agent that executes at login by placing a .plist file into the appropriate folders with the RunAtLoad or KeepAlive keys set to true.,PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"Launch Daemons are plist files used to interact with Launchd, the service management framework used by macOS.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Launch Daemons require elevated privileges to install, are executed for every user on a system prior to login, and run in the background without the need for user interaction.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"During the macOS initialization startup, the launchd process loads the parameters for launch-on-demand system-level daemons from plist files found in /System/Library/LaunchDaemons/ and /Library/LaunchDaemons/.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Required Launch Daemons parameters include a Label to identify the task, Program to provide a path to the executable, and RunAtLoad to specify when the task is run.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Launch Daemons are often used to provide access to shared resources, updates to software, or conduct automation tasks.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may install a Launch Daemon configured to execute at startup by using the RunAtLoad parameter set to true and the Program parameter set to the malicious executable path.,PERSISTENCE,PRIVILEGE_ESCALATION,,
The daemon name may be disguised by using a name from a related operating system or benign software (i.e. [Masquerading]).,PERSISTENCE,PRIVILEGE_ESCALATION,,
"When the Launch Daemon is executed, the program inherits administrative permissions.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Additionally, system configuration changes (such as the installation of third party package managing software) may cause folders such as usr/local/bin to become globally writeable.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"So, it is possible for poor configurations to allow an adversary to modify executables referenced by current Launch Daemon's plist files.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"The systemd service manager is commonly used for managing background daemon processes (also known as services) and other system resources. system on many Linux distributions starting with Debian 8, Ubuntu 15.04, CentOS 7, RHEL 7, Fedora 15, and replaces legacy init systems including SysVinit and Upstart while remaining backwards compatible with the aforementioned init systems.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Systemd utilizes configuration files known as service units to control how services boot and under what conditions.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"By default, these unit files are stored in the /etc/systemd/system and /usr/lib/systemd/system directories and have the file extension .service.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Each service unit file may contain numerous directives that can execute system commands:



* ExecStart, ExecStartPre, and ExecStartPost directives cover execution of commands when a services is started manually by 'systemctl' or on system start if the service is set to automatically start. 

* ExecReload directive covers when a service restarts. 

* ExecStop and ExecStopPost directives cover when a service is stopped or manually by 'systemctl'.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries have used systemd functionality to establish persistent access to victim systems by creating and/or modifying service unit files that cause systemd to execute malicious commands at system boot.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"While adversaries typically require root privileges to create/modify service unit files in the /etc/systemd/system and /usr/lib/systemd/system directories, low privilege users can create/modify service unit files in directories such as ~/.config/systemd/user/ to achieve user-level persistence.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may create or modify Windows services to repeatedly execute malicious payloads as part of persistence.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"When Windows boots up, it starts programs or applications called services that perform background system functions.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Windows service configuration information, including the file path to the service's executable or recovery programs/commands, is stored in the Windows Registry.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may install a new service or modify an existing service to execute at startup in order to persist on a system.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"Service configurations can be set or modified using system utilities (such as sc.exe), by directly modifying the Registry, or by interacting directly with the Windows API.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may also use services to install and execute malicious drivers.,PERSISTENCE,PRIVILEGE_ESCALATION,,
"For example, after dropping a driver file (ex: `.sys`) to disk, the payload can be loaded and registered via [Native API] functions such as `CreateServiceW()` (or manually via functions such as `ZwLoadDriver()` and `ZwSetValueKey()`), by creating the required service Registry values (i.e. [Modify Registry]), or by using command-line utilities such as `PnPUtil.exe`.",PERSISTENCE,PRIVILEGE_ESCALATION,,
"Services may be created with administrator privileges but are executed under SYSTEM privileges, so an adversary may also use a service to escalate privileges.",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may also directly start services through [Service Execution].,PERSISTENCE,PRIVILEGE_ESCALATION,,
"To make detection analysis more challenging, malicious services may also incorporate [Masquerade Task or Service] (ex: using a service and/or payload name related to a legitimate OS or benign software component).",PERSISTENCE,PRIVILEGE_ESCALATION,,
Adversaries may search for common password storage locations to obtain user credentials.,CREDENTIAL_ACCESS,,,
"Passwords are stored in several places on a system, depending on the operating system or application holding the credentials.",CREDENTIAL_ACCESS,,,
There are also specific applications that store passwords to make it easier for users manage and maintain.,CREDENTIAL_ACCESS,,,
"Once credentials are obtained, they can be used to perform lateral movement and access restricted information.",CREDENTIAL_ACCESS,,,
Adversaries may acquire credentials from web browsers by reading files specific to the target browser.,CREDENTIAL_ACCESS,,,
Web browsers commonly save credentials such as website usernames and passwords so that they do not need to be entered manually in the future.,CREDENTIAL_ACCESS,,,
"Web browsers typically store the credentials in an encrypted format within a credential store; however, methods exist to extract plaintext credentials from web browsers.",CREDENTIAL_ACCESS,,,
"For example, on Windows systems, encrypted credentials may be obtained from Google Chrome by reading a database file, AppData\Local\Google\Chrome\User Data\Default\Login Data and executing a SQL query: SELECT action_url, username_value, password_value FROM logins;.",CREDENTIAL_ACCESS,,,
"The plaintext password can then be obtained by passing the encrypted credentials to the Windows API function CryptUnprotectData, which uses the victim’s cached logon credentials as the decryption key.",CREDENTIAL_ACCESS,,,
"Adversaries have executed similar procedures for common web browsers such as FireFox, Safari, Edge, etc..",CREDENTIAL_ACCESS,,,
Adversaries may also acquire credentials by searching web browser process memory for patterns that commonly match credentials.,CREDENTIAL_ACCESS,,,
"After acquiring credentials from web browsers, adversaries may attempt to recycle the credentials across different systems and/or accounts in order to expand access.",CREDENTIAL_ACCESS,,,
This can result in significantly furthering an adversary's objective in cases where credentials gained from web browsers overlap with privileged accounts (e.g. domain administrator).,CREDENTIAL_ACCESS,,,
Adversaries may acquire credentials from Keychain.,CREDENTIAL_ACCESS,,,
"Keychain (or Keychain Services) is the macOS credential management system that stores account names, passwords, private keys, certificates, sensitive application data, payment data, and secure notes.",CREDENTIAL_ACCESS,,,
"There are three types of Keychains: Login Keychain, System Keychain, and Local Items (iCloud) Keychain.",CREDENTIAL_ACCESS,,,
"The default Keychain is the Login Keychain, which stores user passwords and information.",CREDENTIAL_ACCESS,,,
"The System Keychain stores items accessed by the operating system, such as items shared among users on a host.",CREDENTIAL_ACCESS,,,
The Local Items (iCloud) Keychain is used for items synced with Apple’s iCloud service.,CREDENTIAL_ACCESS,,,
Keychains can be viewed and edited through the Keychain Access application or using the command-line utility security.,CREDENTIAL_ACCESS,,,
"Keychain files are located in ~/Library/Keychains/, /Library/Keychains/, and /Network/Library/Keychains/.",CREDENTIAL_ACCESS,,,
Adversaries may gather user credentials from Keychain storage/memory.,CREDENTIAL_ACCESS,,,
"For example, the command security dump-keychain –d will dump all Login Keychain credentials from ~/Library/Keychains/login.keychain-db.",CREDENTIAL_ACCESS,,,
Adversaries may also directly read Login Keychain credentials from the ~/Library/Keychains/login.keychain file.,CREDENTIAL_ACCESS,,,
"Both methods require a password, where the default password for the Login Keychain is the current user’s password to login to the macOS host.",CREDENTIAL_ACCESS,,,
Adversaries may acquire user credentials from third-party password managers.,CREDENTIAL_ACCESS,,,
"Adversaries may acquire user credentials from password managers by extracting the master password and/or plain-text credentials from memory.

 Adversaries may also try brute forcing via [Password Guessing] to obtain the master password of a password manager.",CREDENTIAL_ACCESS,,,
"An adversary may obtain root access (allowing them to read securityd’s memory), then they can scan through memory to find the correct sequence of keys in relatively few tries to decrypt the user’s logon keychain.",CREDENTIAL_ACCESS,,,
"This provides the adversary with all the plaintext passwords for users, WiFi, mail, browsers, certificates, secure notes, etc.",CREDENTIAL_ACCESS,,,
"In OS X prior to El Capitan, users with root access can read plaintext keychain passwords of logged-in users because Apple’s keychain implementation allows these credentials to be cached so that users are not repeatedly prompted for passwords.",CREDENTIAL_ACCESS,,,
Adversaries may acquire credentials from the Windows Credential Manager.,CREDENTIAL_ACCESS,,,
"The Credential Manager stores credentials for signing into websites, applications, and/or devices that request authentication through NTLM or Kerberos in Credential Lockers (previously known as Windows Vaults).",CREDENTIAL_ACCESS,,,
The Windows Credential Manager separates website credentials from application or network credentials in two lockers.,CREDENTIAL_ACCESS,,,
"As part of [Credentials from Web Browsers], Internet Explorer and Microsoft Edge website credentials are managed by the Credential Manager and are stored in the Web Credentials locker.",CREDENTIAL_ACCESS,,,
Application and network credentials are stored in the Windows Credentials locker.,CREDENTIAL_ACCESS,,,
"Credential Lockers store credentials in encrypted .vcrd files, located under %Systemdrive%\Users\\[Username]\AppData\Local\Microsoft\\[Vault/Credentials]\.",CREDENTIAL_ACCESS,,,
"The encryption key can be found in a file named Policy.vpol, typically located in the same folder as the credentials.",CREDENTIAL_ACCESS,,,
Adversaries may list credentials managed by the Windows Credential Manager through several mechanisms. vaultcmd.exe is a native Windows executable that can be used to enumerate credentials stored in the Credential Locker through a command-line interface.,CREDENTIAL_ACCESS,,,
Adversaries may gather credentials by reading files located inside of the Credential Lockers.,CREDENTIAL_ACCESS,,,
Adversaries may also abuse Windows APIs such as CredEnumerateA to list credentials managed by the Credential Manager.,CREDENTIAL_ACCESS,,,
Adversaries may use password recovery tools to obtain plain text passwords from the Credential Manager.,CREDENTIAL_ACCESS,,,
Data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives. because individual files are destroyed rather than sections of a storage disk or the disk's logical structure.,IMPACT,,,
"To maximize impact on the target organization in operations where network-wide availability interruption is the goal, malware designed for destroying data may have worm-like features to propagate across a network by leveraging additional techniques like [Valid Accounts], [OS Credential Dumping], and [SMB/Windows Admin Shares]..",IMPACT,,,
"In cloud environments, adversaries may leverage access to delete cloud storage, cloud storage accounts, machine images, and other infrastructure crucial to operations to damage an organization or their customers.",IMPACT,,,
Adversaries may encode data to make the content of command and control traffic more difficult to detect.,COMMAND_AND_CONTROL,,,
Command and control (C2) information can be encoded using a standard data encoding system.,COMMAND_AND_CONTROL,,,
"Use of data encoding may adhere to existing protocol specifications and includes use of ASCII, Unicode, Base64, MIME, or other binary-to-text and character encoding systems.",COMMAND_AND_CONTROL,,,
"Some data encoding systems may also result in data compression, such as gzip.",COMMAND_AND_CONTROL,,,
Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect.,COMMAND_AND_CONTROL,,,
Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol specifications.,COMMAND_AND_CONTROL,,,
"Non-standard data encoding schemes may be based on or related to standard data encoding schemes, such as a modified Base64 encoding for the message body of an HTTP request.",COMMAND_AND_CONTROL,,,
Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect.,COMMAND_AND_CONTROL,,,
Command and control (C2) information can be encoded using a standard data encoding system that adheres to existing protocol specifications.,COMMAND_AND_CONTROL,,,
"Common data encoding schemes include ASCII, Unicode, hexadecimal, Base64, and MIME.",COMMAND_AND_CONTROL,,,
They can attempt to render stored data inaccessible by encrypting files or data on local and remote drives and withholding access to a decryption key.,IMPACT,,,
This may be done in order to extract monetary compensation from a victim in exchange for decryption or a decryption key (ransomware) or to render data permanently inaccessible in cases where the key is not saved or transmitted.,IMPACT,,,
"In the case of ransomware, it is typical that common user files like Office documents, PDFs, images, videos, audio, text, and source code files will be encrypted (and often renamed and/or tagged with specific file markers).",IMPACT,,,
